# RUTA1 — Plaza Tigo Torre 3 → UMG Antigua Jocotenango
# CIUDAD|id|nombre|lat|lon|alt|tipo|d0,d1,d2,d3,d4
# RUTA|idOrigen|idDestino|distancia|tiempoBase|velocidadMaxima|m0,m1,m2,m3,m4

CIUDAD|30|Boulevard Los Próceres, Ciudad de Guatemala #30|14.587478|-90.500528|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|31|Boulevard Los Próceres, Ciudad de Guatemala #31|14.588457|-90.501896|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|32|Boulevard Los Próceres, Ciudad de Guatemala #32|14.593990|-90.515211|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|33|Boulevard Liberación, Ciudad de Guatemala #33|14.594901|-90.518742|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|34|Boulevard Liberación, Ciudad de Guatemala #34|14.596438|-90.521927|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|35|Boulevard Liberación, Ciudad de Guatemala #35|14.597091|-90.522728|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|36|Boulevard Liberación, Ciudad de Guatemala #36|14.607788|-90.531496|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|37|Boulevard Liberación, Ciudad de Guatemala #37|14.610166|-90.532303|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|38|Boulevard Liberación, Ciudad de Guatemala #38|14.611381|-90.533209|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|39|Boulevard Liberación, Ciudad de Guatemala #39|14.612837|-90.534763|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|40|Calzada Roosevelt, Ciudad de Guatemala #40|14.614978|-90.536220|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|41|Calzada Roosevelt, Ciudad de Guatemala #41|14.615936|-90.538494|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|42|Calzada Roosevelt, Ciudad de Guatemala #42|14.616866|-90.540183|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|43|Calzada Roosevelt, Ciudad de Guatemala #43|14.617686|-90.541653|1500.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|44|Calzada Roosevelt, Ciudad de Guatemala #44|14.632558|-90.569190|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|45|Calzada Roosevelt, Mixco #45|14.633510|-90.571349|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|46|Calzada Roosevelt, Mixco #46|14.633891|-90.573292|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|47|Carretera Panamericana, Mixco #47|14.635238|-90.598015|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|48|Carretera Panamericana, Mixco #48|14.634837|-90.598930|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|49|Carretera Panamericana, Mixco #49|14.633848|-90.599349|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|50|Carretera Panamericana, Mixco #50|14.633504|-90.599613|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|51|Carretera Panamericana, Mixco #51|14.633096|-90.601080|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|52|Carretera Panamericana, Mixco #52|14.632757|-90.601458|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|53|Carretera Panamericana, Mixco #53|14.632221|-90.601634|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|54|Carretera Panamericana, Mixco #54|14.631766|-90.601508|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|55|Carretera Panamericana, Mixco #55|14.631017|-90.599846|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|56|Carretera Panamericana, Mixco #56|14.630567|-90.599305|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|57|Carretera Panamericana, Mixco #57|14.629757|-90.599066|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|58|Carretera Panamericana, Mixco #58|14.628835|-90.599481|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|59|Carretera Panamericana, Mixco #59|14.628454|-90.600118|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|60|Carretera Panamericana, Mixco #60|14.626431|-90.606858|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|61|Carretera Panamericana, Mixco #61|14.626040|-90.607131|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|62|Carretera Panamericana, Mixco #62|14.625599|-90.607123|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|63|Carretera Panamericana, Mixco #63|14.624616|-90.605756|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|64|Carretera Panamericana, Mixco #64|14.623914|-90.605041|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|65|Carretera Panamericana, Mixco #65|14.622998|-90.604672|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|66|Carretera Panamericana, Mixco #66|14.622142|-90.604646|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|67|Carretera Panamericana, Mixco #67|14.619309|-90.605203|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|68|22 Calle, Mixco #68|14.616910|-90.607495|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|69|Carretera Panamericana, Mixco #69|14.616347|-90.608581|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|70|Carretera Panamericana, Mixco #70|14.616417|-90.609317|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|71|Carretera Panamericana, Mixco #71|14.617072|-90.610196|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|72|Carretera Panamericana, Mixco #72|14.621033|-90.612748|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|73|Carretera Panamericana, Mixco #73|14.621462|-90.613602|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|74|Carretera Panamericana, Mixco #74|14.621443|-90.614634|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|75|Carretera Panamericana, Mixco #75|14.620886|-90.615570|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|76|Carretera Panamericana, Ciudad de Guatemala #76|14.618488|-90.617033|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|77|Carretera Panamericana, Mixco #77|14.617912|-90.617225|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|78|Carretera Panamericana, Mixco #78|14.615563|-90.617006|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|79|Carretera Panamericana, Mixco #79|14.615262|-90.617225|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|80|Carretera Panamericana, Mixco #80|14.615087|-90.617943|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|81|Carretera Panamericana, Mixco #81|14.616036|-90.619576|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|82|Carretera Panamericana, Mixco #82|14.616131|-90.620890|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|83|Carretera Panamericana, Mixco #83|14.615541|-90.621900|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|84|Carretera Panamericana, Mixco #84|14.614961|-90.622262|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|85|Carretera Panamericana, Mixco #85|14.614057|-90.622411|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|86|Carretera Panamericana, Mixco #86|14.612601|-90.621941|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|87|Carretera Panamericana, Mixco #87|14.611860|-90.622181|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|88|Carretera Panamericana, Mixco #88|14.610578|-90.623239|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|89|Carretera Panamericana, Mixco #89|14.610317|-90.625131|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|90|Carretera Panamericana, Mixco #90|14.609963|-90.625586|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|91|Carretera Panamericana, Mixco #91|14.609318|-90.625645|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|92|Carretera Panamericana, Mixco #92|14.608920|-90.625178|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|93|Carretera Panamericana, Mixco #93|14.608199|-90.623699|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|94|Carretera Panamericana, Mixco #94|14.605401|-90.624668|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|95|Carretera Panamericana, Mixco #95|14.604259|-90.625515|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|96|Carretera Panamericana, Mixco #96|14.604285|-90.626081|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|97|Carretera Panamericana, Mixco #97|14.604896|-90.626447|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|98|Carretera Panamericana, Mixco #98|14.606709|-90.626467|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|99|Carretera Panamericana, Mixco #99|14.607331|-90.626797|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|100|Carretera Panamericana, Mixco #100|14.607812|-90.627501|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|101|Carretera Panamericana, Mixco #101|14.607605|-90.629620|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|102|Carretera Panamericana, Mixco #102|14.607841|-90.631327|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|103|Carretera Panamericana, Mixco #103|14.608230|-90.632485|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|104|Carretera Panamericana, Mixco #104|14.608094|-90.633087|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|105|Carretera Panamericana, Mixco #105|14.606651|-90.633949|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|106|Carretera Panamericana, Mixco #106|14.604330|-90.635191|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|107|Carretera Panamericana, Mixco #107|14.603846|-90.635134|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|108|Carretera Panamericana, Mixco #108|14.602170|-90.633660|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|109|Carretera Panamericana, Mixco #109|14.601135|-90.633851|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|110|Carretera Panamericana, San Lucas Sacatepéquez #110|14.599703|-90.637181|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|111|Carretera Panamericana, San Lucas Sacatepéquez #111|14.599434|-90.638517|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|112|Carretera Panamericana, San Lucas Sacatepéquez #112|14.599550|-90.640124|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|113|Carretera Panamericana, San Lucas Sacatepéquez #113|14.600294|-90.641918|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|114|Carretera Panamericana, San Lucas Sacatepéquez #114|14.604754|-90.649701|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|115|Carretera Panamericana, San Lucas Sacatepéquez #115|14.605702|-90.650090|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|116|Carretera Panamericana, San Lucas Sacatepéquez #116|14.611833|-90.649996|1700.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|117|Carretera Panamericana, San Lucas Sacatepéquez #117|14.612595|-90.650657|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|118|Carretera Panamericana, San Lucas Sacatepéquez #118|14.612490|-90.651425|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|119|Carretera Panamericana, San Lucas Sacatepéquez #119|14.610328|-90.652648|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|120|Carretera Panamericana, San Lucas Sacatepéquez #120|14.609132|-90.653824|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|121|Carretera Panamericana, San Lucas Sacatepéquez #121|14.608720|-90.655315|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|122|Carretera Panamericana, San Lucas Sacatepéquez #122|14.608189|-90.668949|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|123|Carretera Panamericana, San Bartolomé Milpas Altas #123|14.608066|-90.670176|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|124|San Bartolomé Milpas Altas #124|14.605362|-90.674896|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|125|5a Calle, San Bartolomé Milpas Altas #125|14.603325|-90.676893|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|126|5a Calle, San Bartolomé Milpas Altas #126|14.601841|-90.677480|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|127|RD SAC-10, San Bartolomé Milpas Altas #127|14.600302|-90.678725|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|128|RD SAC-10, San Bartolomé Milpas Altas #128|14.600057|-90.679062|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|129|RD SAC-10, San Bartolomé Milpas Altas #129|14.599324|-90.680129|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|130|RD SAC-10, San Bartolomé Milpas Altas #130|14.598711|-90.680506|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|131|RD SAC-10, San Bartolomé Milpas Altas #131|14.598868|-90.681159|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|132|RD SAC-10, San Bartolomé Milpas Altas #132|14.598010|-90.682530|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|133|RD SAC-10, San Bartolomé Milpas Altas #133|14.597437|-90.683427|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|134|RD SAC-10, San Bartolomé Milpas Altas #134|14.597155|-90.683928|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|135|RD SAC-10, San Bartolomé Milpas Altas #135|14.597184|-90.684476|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|136|RD SAC-10, San Bartolomé Milpas Altas #136|14.596185|-90.684883|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|137|RD SAC-10, San Bartolomé Milpas Altas #137|14.596023|-90.685923|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|138|RD SAC-10, San Bartolomé Milpas Altas #138|14.595863|-90.687295|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|139|RD SAC-10, Antigua Guatemala #139|14.595926|-90.687814|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|140|RD SAC-10, Antigua Guatemala #140|14.595889|-90.689441|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|141|RD SAC-10, Antigua Guatemala #141|14.594689|-90.691186|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|142|RD SAC-10, Antigua Guatemala #142|14.594464|-90.692046|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|143|San Mateo Milpas Altas, Antigua Guatemala #143|14.594595|-90.692856|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|144|San Mateo Milpas Altas, Antigua Guatemala #144|14.594151|-90.692561|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|145|San Mateo Milpas Altas, Antigua Guatemala #145|14.593773|-90.691438|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|146|San Mateo Milpas Altas, Antigua Guatemala #146|14.593444|-90.691958|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|147|San Mateo Milpas Altas, Antigua Guatemala #147|14.593182|-90.693326|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|148|San Mateo Milpas Altas, Antigua Guatemala #148|14.593184|-90.693557|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|149|San Mateo Milpas Altas, Antigua Guatemala #149|14.591299|-90.692714|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|150|San Mateo Milpas Altas, Antigua Guatemala #150|14.589913|-90.692543|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|151|San Mateo Milpas Altas, Antigua Guatemala #151|14.587703|-90.693421|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|152|San Mateo Milpas Altas, Antigua Guatemala #152|14.586345|-90.694169|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|153|San Mateo Milpas Altas, Antigua Guatemala #153|14.582401|-90.695100|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|154|San Mateo Milpas Altas, Antigua Guatemala #154|14.580077|-90.695385|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|155|San Mateo Milpas Altas, Antigua Guatemala #155|14.579894|-90.696281|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|156|San Mateo Milpas Altas, Antigua Guatemala #156|14.579367|-90.696430|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|157|San Mateo Milpas Altas, Antigua Guatemala #157|14.578448|-90.696384|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|158|San Mateo Milpas Altas, Antigua Guatemala #158|14.578444|-90.696538|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|159|San Mateo Milpas Altas, Antigua Guatemala #159|14.579209|-90.697105|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|160|San Mateo Milpas Altas, Antigua Guatemala #160|14.576726|-90.696845|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|161|San Mateo Milpas Altas, Antigua Guatemala #161|14.574961|-90.696475|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|162|San Mateo Milpas Altas, Antigua Guatemala #162|14.573814|-90.696787|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|163|San Mateo Milpas Altas, Antigua Guatemala #163|14.572023|-90.696341|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|164|San Mateo Milpas Altas, Antigua Guatemala #164|14.570386|-90.696586|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|165|San Mateo Milpas Altas, Antigua Guatemala #165|14.569709|-90.696622|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|166|San Mateo Milpas Altas, Antigua Guatemala #166|14.568626|-90.697217|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|167|San Mateo Milpas Altas, Antigua Guatemala #167|14.567728|-90.698148|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|168|San Mateo Milpas Altas, Antigua Guatemala #168|14.567247|-90.697883|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|169|San Mateo Milpas Altas, Antigua Guatemala #169|14.566715|-90.697973|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|170|San Mateo Milpas Altas, Antigua Guatemala #170|14.566339|-90.697554|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|171|San Mateo Milpas Altas, Antigua Guatemala #171|14.565907|-90.696844|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|172|RD SAC-18, Antigua Guatemala #172|14.566235|-90.698023|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|173|RD SAC-18, Antigua Guatemala #173|14.567018|-90.698576|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|174|RD SAC-18, Antigua Guatemala #174|14.567275|-90.699019|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|175|Callejón 5, Antigua Guatemala #175|14.566944|-90.699682|2000.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|176|RD SAC-18, Antigua Guatemala #176|14.566085|-90.700611|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|177|RD SAC-18, Antigua Guatemala #177|14.564182|-90.701749|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|178|RD SAC-18, Antigua Guatemala #178|14.561310|-90.703804|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|179|RD SAC-18, Antigua Guatemala #179|14.560193|-90.705387|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|180|RD SAC-18, Antigua Guatemala #180|14.559996|-90.708646|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|181|Carretera a Antigua Guatemala #181|14.559838|-90.708918|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|182|Carretera a Antigua Guatemala #182|14.559763|-90.709782|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|183|Carretera a Antigua Guatemala #183|14.558827|-90.711936|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|184|Carretera a Antigua Guatemala #184|14.558667|-90.713678|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|185|Carretera a Antigua Guatemala #185|14.558463|-90.715259|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|186|RN-10;RN-10A;RN-10B, Antigua Guatemala #186|14.558533|-90.715620|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|187|Carretera a Antigua Guatemala #187|14.558355|-90.715791|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|188|Carretera a Antigua Guatemala #188|14.558237|-90.717903|1550.0|intermedio|0.0,0.2,0.1,0.2,0.1
CIUDAD|189|Carretera a Antigua Guatemala #189|14.558733|-90.720953|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|190|Carretera a Antigua Guatemala #190|14.558907|-90.724674|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|191|Calle de los Duelos, Antigua Guatemala #191|14.558305|-90.725915|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
